,Provider_ID,Provider_Name,Provider_Street,Provider_City,Provider_State,Provider_Zip,Provider_Hospital_Referral_Region,APC,APC_Description,Beneficiaries,Comprehensive_APC_Services,Avg_Est_Total_submitted_amt,Avg_Medicare_Allowed,Avg_Medicare_pymt
35525,330005,Kaleida Health,"726 Exchange Street, Suite 522",Buffalo,NY,14210,NY - Buffalo,5302,Level 2 Upper GI Procedures,110.0,139,3066.9589208633,1296.78057553956,1020.01920863309
35575,330011,"Our Lady Of Lourdes Memorial Hospital, Inc",169 Riverside Drive,Binghamton,NY,13905,NY - Binghamton,5302,Level 2 Upper GI Procedures,17.0,20,6371.147,1193.6535,951.044
35612,330013,Albany Medical Center Hospital,"43 New Scotland Avenue, Mail Code 34",Albany,NY,12208,NY - Albany,5302,Level 2 Upper GI Procedures,105.0,119,6230.98722689075,1207.88302521008,958.212016806722
35674,330023,Vassar Brothers Medical Center,45 Reade Place,Poughkeepsie,NY,12601,NY - Albany,5302,Level 2 Upper GI Procedures,130.0,141,4761.33198581559,1505.46482269503,1191.96517730496
35714,330024,Mount Sinai Hospital,One Gustave L Levy Place,New York,NY,10029,NY - Manhattan,5302,Level 2 Upper GI Procedures,246.0,281,6847.22750889679,1525.10128113878,1211.1365124555
35754,330028,Richmond University Medical Center,355 Bard Avenue,Staten Island,NY,10304,NY - Manhattan,5302,Level 2 Upper GI Procedures,49.0,63,8247.75761904762,1544.93682539682,1226.61
35771,330030,Newark-Wayne Community Hospital,111 Driving Park Avenue,Newark,NY,14513,NY - Rochester,5302,Level 2 Upper GI Procedures,48.0,50,3655.3902,1185.2428,936.4128
35799,330043,Southside Hospital,301 East Main Street,Bay Shore,NY,11706,NY - East Long Island,5302,Level 2 Upper GI Procedures,18.0,18,7735.48555555555,1457.21833333333,1161.03333333333
35817,330044,Faxton-St Luke's Healthcare,1656 Champlin Avenue,Utica,NY,13503,NY - Elmira,5302,Level 2 Upper GI Procedures,200.0,240,6004.138625,1213.66645833333,961.945583333329
35847,330045,Huntington Hospital,270 Park Avenue,Huntington,NY,11743,NY - East Long Island,5302,Level 2 Upper GI Procedures,48.0,49,5999.25040816326,1589.69,1266.58
35881,330046,Mount Sinai West,1000 Tenth Avenue,New York,NY,10019,NY - Manhattan,5302,Level 2 Upper GI Procedures,42.0,45,6602.60733333333,1561.60888888888,1235.24555555555
35905,330047,St Mary's Hospital At Amsterdam,427 Guy Park Avenue,Amsterdam,NY,12010,NY - Albany,5302,Level 2 Upper GI Procedures,22.0,24,5532.67708333333,1224.26,975.43
35944,330055,New York-Presbyterian/Queens,56-45 Main Street,Flushing,NY,11355,NY - East Long Island,5302,Level 2 Upper GI Procedures,110.0,126,6229.01436507936,1589.71325396825,1265.44134920634
35965,330056,Brooklyn Hospital Center At Downtown Campus,121 Dekalb Avenue,Brooklyn,NY,11201,NY - Manhattan,5302,Level 2 Upper GI Procedures,23.0,26,14757.4523076923,1544.85,1230.86
35991,330057,St Peter's Hospital,315 South Manning Boulevard,Albany,NY,12208,NY - Albany,5302,Level 2 Upper GI Procedures,299.0,337,6632.56261127599,1175.70617210683,923.979376854593
36010,330058,Geneva General Hospital,196 -198 North Street,Geneva,NY,14456,NY - Rochester,5302,Level 2 Upper GI Procedures,11.0,11,3139.30454545454,1224.42272727272,967.462727272727
36037,330059,Montefiore Medical Center,111 East 210th Street,Bronx,NY,10467,NY - Bronx,5302,Level 2 Upper GI Procedures,138.0,145,7625.38103448276,1589.69634482758,1266.2704137931
36061,330061,Lawrence Hospital Center,55 Palmer Avenue,Bronxville,NY,10708,NY - White Plains,5302,Level 2 Upper GI Procedures,17.0,19,8375.44736842105,1589.69,1266.58
36077,330065,Niagara Falls Memorial Medical Center,621 Tenth Street,Niagara Falls,NY,14302,NY - Buffalo,5302,Level 2 Upper GI Procedures,18.0,20,2437.342,1341.6075,1065.0545
36105,330074,F F Thompson Hospital,350 Parrish Street,Canandaigua,NY,14424,NY - Rochester,5302,Level 2 Upper GI Procedures,16.0,21,2319.18952380952,1224.39952380952,968.598095238095
36129,330078,Sisters Of Charity Hospital,2157 Main Street,Buffalo,NY,14214,NY - Buffalo,5302,Level 2 Upper GI Procedures,58.0,63,3756.30555555555,1341.60603174603,1065.12349206349
36152,330079,Adirondack Medical Center,2233 State Route 86,Saranac Lake,NY,12983,VT - Burlington,5302,Level 2 Upper GI Procedures,16.0,18,5290.25999999999,1431.97,1140.92
36229,330094,Columbia Memorial Hospital,71 Prospect Avenue,Hudson,NY,12534,NY - Albany,5302,Level 2 Upper GI Procedures,38.0,40,4792.49025,1273.546,1012.9185
36281,330101,New York-Presbyterian Hospital,525 East 68th Street,New York,NY,10065,NY - Manhattan,5302,Level 2 Upper GI Procedures,689.0,825,7693.42277575752,1576.52385454541,1252.35538181816
36327,330103,Olean General Hospital,515 Main Street,Olean,NY,14760,NY - Buffalo,5302,Level 2 Upper GI Procedures,40.0,40,3245.29175,1183.477,929.105
36345,330104,Nyack Hospital,160 North Midland Avenue,Nyack,NY,10960,NJ - Hackensack,5302,Level 2 Upper GI Procedures,67.0,84,9623.74202380953,1544.88488095238,1229.15202380952
36377,330106,North Shore University Hospital,300 Community Drive,Manhasset,NY,11030,NY - East Long Island,5302,Level 2 Upper GI Procedures,284.0,322,9788.61459627329,1571.67062111801,1246.85472049689
36419,330108,"St Joseph's Hospital, Inc",555 St Joseph's Blvd,Elmira,NY,14902,NY - Elmira,5302,Level 2 Upper GI Procedures,15.0,15,2470.148,1224.47533333333,964.885333333333
36426,330115,Oneida Healthcare,321 Genesee Street,Oneida,NY,13421,NY - Syracuse,5302,Level 2 Upper GI Procedures,12.0,15,4813.91333333333,1296.37,1032.88
36456,330119,Lenox Hill Hospital,100 East 77th Street,New York,NY,10021,NY - Manhattan,5302,Level 2 Upper GI Procedures,70.0,84,8023.98464285714,1575.26321428571,1251.50166666666
36488,330125,Rochester General Hospital,1425 Portland Avenue,Rochester,NY,14621,NY - Rochester,5302,Level 2 Upper GI Procedures,80.0,92,4266.31380434782,1203.79065217391,953.643152173912
36523,330126,Orange Regional Medical Center,707 East Main Street,Middletown,NY,10940,NY - White Plains,5302,Level 2 Upper GI Procedures,151.0,190,5899.85826315789,1525.46752631578,1208.8734736842
36554,330135,Bon Secours Community Hospital,160 East Main Street,Port Jervis,NY,12771,NJ - Morristown,5302,Level 2 Upper GI Procedures,27.0,39,22961.6238461538,1525.11666666666,1211.54666666666
36577,330136,Mary Imogene Bassett Hospital,One Atwell Road,Cooperstown,NY,13326,NY - Albany,5302,Level 2 Upper GI Procedures,78.0,96,4422.34364583334,1345.2090625,1071.23427083333
36614,330140,St Joseph's Hospital Health Center,301 Prospect Avenue,Syracuse,NY,13203,NY - Syracuse,5302,Level 2 Upper GI Procedures,157.0,185,5836.09275675675,1276.13275675675,1012.56351351351
36642,330141,Brookhaven Memorial Hospital Medical Center,101 Hospital Road,Patchogue,NY,11772,NY - East Long Island,5302,Level 2 Upper GI Procedures,22.0,22,9100.73090909091,1532.11863636363,1208.97909090909
36677,330153,Ellis Hospital,1101 Nott Street,Schenectady,NY,12308,NY - Albany,5302,Level 2 Upper GI Procedures,51.0,56,7650.51160714285,1224.26,975.43
36703,330154,Memorial Hospital For Cancer And Allied Diseases,1275 York Avenue,New York,NY,10021,NY - Manhattan,5302,Level 2 Upper GI Procedures,445.0,535,8822.25549532712,1527.62276635512,1213.60495327101
36729,330157,Samaritan Medical Center,830 Washington Street,Watertown,NY,13601,NY - Syracuse,5302,Level 2 Upper GI Procedures,57.0,71,3374.47338028169,1296.50746478873,1027.94549295774
36760,330158,Good Samaritan Hospital Of Suffern,255 Lafayette Avenue,Suffern,NY,10901,NJ - Ridgewood,5302,Level 2 Upper GI Procedures,93.0,123,23418.4261788617,1538.5787804878,1225.43479674796
36792,330160,Staten Island University Hospital,475 Seaview Avenue,Staten Island,NY,10305,NY - Manhattan,5302,Level 2 Upper GI Procedures,140.0,157,6667.46025477707,1522.26866242038,1207.05560509553
36815,330162,Northern Westchester Hospital,400 East Main Street,Mount Kisco,NY,10549,NY - White Plains,5302,Level 2 Upper GI Procedures,82.0,88,8704.86602272727,1589.77659090909,1262.34034090909
36832,330163,Eastern Niagara Hospital,521 East Avenue,Lockport,NY,14094,NY - Buffalo,5302,Level 2 Upper GI Procedures,,15,3826.728,1341.53,1068.86
36851,330164,Highland Hospital,1000 South Avenue,Rochester,NY,14620,NY - Rochester,5302,Level 2 Upper GI Procedures,38.0,42,4174.43333333333,1201.03547619047,952.205476190476
36891,330167,Nyu Winthrop Hospital,259 First Street,Mineola,NY,11501,NY - East Long Island,5302,Level 2 Upper GI Procedures,199.0,247,19981.1562753036,1579.43429149797,1256.32429149797
36932,330169,Mount Sinai Beth Israel/Petrie Campus,First Avenue At 16th Street,New York,NY,10003,NY - Manhattan,5302,Level 2 Upper GI Procedures,86.0,101,6895.8203960396,1570.72940594059,1247.76950495049
36948,330175,"Cortland Regional Medical Center, Inc",134 Homer Avenue,Cortland,NY,13045,NY - Syracuse,5302,Level 2 Upper GI Procedures,,11,3741.66181818181,1311.18,1044.68
36971,330180,Samaritan Hospital,2215 Burdett Avenue,Troy,NY,12180,NY - Albany,5302,Level 2 Upper GI Procedures,26.0,28,6051.13857142857,1168.75285714285,923.174642857143
36989,330181,Glen Cove Hospital,101 St Andrews Lane,Glen Cove,NY,11542,NY - East Long Island,5302,Level 2 Upper GI Procedures,14.0,25,8589.5504,1494.2524,1163.6544
37020,330182,"St Francis Hospital, Roslyn",100 Port Washington Boulevard,Roslyn,NY,11576,NY - East Long Island,5302,Level 2 Upper GI Procedures,314.0,376,11927.3397074468,1586.37252659573,1260.7104787234
37040,330184,Montefiore New Rochelle Hospital,16 Guion Place,New Rochelle,NY,10802,NY - Bronx,5302,Level 2 Upper GI Procedures,22.0,25,6666.6176,1589.794,1261.4836
37056,330185,John T Mather Memorial Hospital  Of Port Jefferson,75 North Country Road,Port Jefferson,NY,11777,NY - East Long Island,5302,Level 2 Upper GI Procedures,16.0,19,6828.22105263158,1589.77526315789,1262.40263157894
37078,330188,Mount St Mary's Hospital And  Health Center,5300 Military Road,Lewiston,NY,14092,NY - Buffalo,5302,Level 2 Upper GI Procedures,31.0,34,2006.55970588235,1310.09294117647,1037.42294117647
37102,330191,Glens Falls Hospital,100 Park Street,Glens Falls,NY,12801,NY - Albany,5302,Level 2 Upper GI Procedures,71.0,83,3834.59301204819,1200.82409638554,948.581084337348
37143,330194,Maimonides Medical Center,4802 Tenth Avenue,Brooklyn,NY,11219,NY - Manhattan,5302,Level 2 Upper GI Procedures,110.0,123,8075.74325203252,1583.26097560975,1259.81040650406
37176,330195,Long Island Jewish Medical Center,270 - 05 76th Avenue,New Hyde Park,NY,11040,NY - East Long Island,5302,Level 2 Upper GI Procedures,114.0,133,9498.02218045112,1542.71781954887,1218.96421052631
37206,330197,Canton-Potsdam Hospital,50 Leroy Street,Potsdam,NY,13676,VT - Burlington,5302,Level 2 Upper GI Procedures,22.0,26,3892.385,1368.58,1090.41
37233,330198,South Nassau Communities Hospital,One Healthy Way,Oceanside,NY,11572,NY - East Long Island,5302,Level 2 Upper GI Procedures,73.0,89,10682.0971910112,1589.69842696629,1266.16988764044
37299,330204,Bellevue Hospital Center,462 First Avenue,New York,NY,10016,NY - Manhattan,5302,Level 2 Upper GI Procedures,12.0,12,3469.26416666666,1545.09416666666,1218.90416666666
37308,330205,St Anthony Community Hospital,15 - 19  Maple Avenue,Warwick,NY,10990,NJ - Ridgewood,5302,Level 2 Upper GI Procedures,25.0,25,22076.5908,1544.85,1230.86
37325,330208,St John's Riverside Hospital,976 North Broadway,Yonkers,NY,10701,NY - White Plains,5302,Level 2 Upper GI Procedures,17.0,18,5803.84055555555,1589.69,1266.58
37340,330211,Claxton-Hepburn Medical Center,214 King Street,Ogdensburg,NY,13669,NY - Syracuse,5302,Level 2 Upper GI Procedures,90.0,93,8766.4792473118,1311.18,1044.67999999999
37374,330214,Nyu Langone Hospitals,550 First Avenue,New York,NY,10016,NY - Manhattan,5302,Level 2 Upper GI Procedures,320.0,361,26759.5308864267,1528.43204986148,1213.22542936287
37406,330215,"Rome Memorial Hospital, Inc",1500 North James Street,Rome,NY,13440,NY - Syracuse,5302,Level 2 Upper GI Procedures,14.0,17,3534.63058823529,1224.84529411764,963.529411764706
37413,330218,Oswego Hospital,110 West Sixth Street,Oswego,NY,13126,NY - Syracuse,5302,Level 2 Upper GI Procedures,33.0,41,3623.26195121951,1296.44146341463,1029.38073170731
37437,330219,Erie County Medical Center,462 Grider Street,Buffalo,NY,14215,NY - Buffalo,5302,Level 2 Upper GI Procedures,22.0,25,1997.1156,1256.2804,970.61
37451,330221,Wyckoff Heights Medical Center,374 Stockholm Street,Brooklyn,NY,11237,NY - Manhattan,5302,Level 2 Upper GI Procedures,,11,4596.14272727272,1545.11636363636,1217.81727272727
37471,330222,Saratoga Hospital,211 Church Street,Saratoga Springs,NY,12866,NY - Albany,5302,Level 2 Upper GI Procedures,95.0,113,6385.61283185839,1216.20663716814,965.528230088495
37517,330226,Unity Hospital Of Rochester,1555 Long Pond Road,Rochester,NY,14626,NY - Rochester,5302,Level 2 Upper GI Procedures,98.0,116,2646.11275862069,1224.26163793103,975.352586206896
37547,330232,St Mary's Hospital ( Troy ),1300 Massachusetts Avenue,Troy,NY,12180,NY - Albany,5302,Level 2 Upper GI Procedures,37.0,41,5694.47365853658,1186.10902439024,925.890731707317
37580,330234,Westchester Medical Center,100 Woods Rd,Valhalla,NY,10595,NY - White Plains,5302,Level 2 Upper GI Procedures,108.0,133,12191.1705263157,1540.21496240601,1220.53766917293
37605,330235,Auburn  Community  Hospital,17 Lansing Street,Auburn,NY,13021,NY - Syracuse,5302,Level 2 Upper GI Procedures,14.0,16,6329.4,1366.55,1088.8
37633,330236,New York-Presbyterian Brooklyn Methodist Hospital,506 Sixth Street,Brooklyn,NY,11215,NY - Manhattan,5302,Level 2 Upper GI Procedures,95.0,99,3526.51414141414,1544.8906060606,1228.8709090909
37650,330238,Nicholas H Noyes Memorial Hospital,111  Clara Barton Street,Dansville,NY,14437,NY - Rochester,5302,Level 2 Upper GI Procedures,14.0,15,4920.35266666666,1224.46933333333,965.175333333333
37669,330239,Woman's Christian Association,207 Foote Avenue,Jamestown,NY,14701,PA - Erie,5302,Level 2 Upper GI Procedures,,16,4143.648125,1224.28625,974.1675
37699,330241,University Hospital S U N Y Health Science Center,750 East Adams Street,Syracuse,NY,13210,NY - Syracuse,5302,Level 2 Upper GI Procedures,206.0,220,5729.42654545459,1278.3299090909,1014.77327272727
37778,330250,Champlain Valley Physicians Hospital Medical Ctr,75 Beekman Street,Plattsburgh,NY,12901,VT - Burlington,5302,Level 2 Upper GI Procedures,187.0,212,7186.0825,1410.4975,1116.72462264151
37798,330259,Mercy Medical Center,1000 North Village Avenue,Rockville Centre,NY,11570,NY - East Long Island,5302,Level 2 Upper GI Procedures,15.0,15,9644.93533333333,1589.69,1266.58
37820,330261,Phelps Memorial Hospital Assn,701 North Broadway,Sleepy Hollow,NY,10591,NY - White Plains,5302,Level 2 Upper GI Procedures,106.0,125,18285.7632,1589.7868,1261.8408
37842,330264,St Luke's Cornwall Hospital,70 Dubois Street,Newburgh,NY,12550,NY - White Plains,5302,Level 2 Upper GI Procedures,41.0,44,5228.85795454545,1516.8759090909,1202.8859090909
37858,330265,Clifton Springs Hospital And Clinic,2 Coulter Road,Clifton Springs,NY,14432,NY - Rochester,5302,Level 2 Upper GI Procedures,29.0,32,2181.1053125,1224.26,975.43
37871,330267,New York-Presbyterian/Hudson Valley Hospital,1980 Crompond Road,Cortlandt Manor,NY,10567,NY - White Plains,5302,Level 2 Upper GI Procedures,52.0,63,4257.56301587301,1549.49936507936,1225.4792063492
37900,330273,Putnam Hospital Center,670 Stoneleigh Avenue,Carmel,NY,10512,CT - New Haven,5302,Level 2 Upper GI Procedures,15.0,22,4937.76909090909,1531.51318181818,1213.59863636363
37915,330276,Nathan Littauer Hospital,99 East State Street,Gloversville,NY,12078,NY - Albany,5302,Level 2 Upper GI Procedures,16.0,16,7592.081875,1224.26,975.43
37928,330277,Corning Hospital,1 Guthrie Drive,Corning,NY,14830,PA - Sayre,5302,Level 2 Upper GI Procedures,49.0,49,4251.34306122449,1174.96734693877,924.413673469387
37949,330279,Mercy Hospital Of Buffalo,565 Abbott Road,Buffalo,NY,14220,NY - Buffalo,5302,Level 2 Upper GI Procedures,26.0,28,3811.1575,1341.53571428571,1068.56714285714
37982,330285,Strong Memorial Hospital,601 Elmwood Ave,Rochester,NY,14642,NY - Rochester,5302,Level 2 Upper GI Procedures,332.0,437,5145.14176201373,1217.85448512586,968.437963386723
38023,330286,Good Samaritan Hospital Medical Center,1000 Montauk Highway,West Islip,NY,11795,NY - East Long Island,5302,Level 2 Upper GI Procedures,30.0,36,8385.29916666666,1589.77138888888,1262.59472222222
38054,330304,White Plains Hospital Center,41 East Post R0ad,White Plains,NY,10601,NY - White Plains,5302,Level 2 Upper GI Procedures,210.0,218,8514.55963302752,1568.64871559633,1244.54050458715
38080,330307,Cayuga Medical Center At Ithaca,101 Dates Drive,Ithaca,NY,14850,NY - Rochester,5302,Level 2 Upper GI Procedures,30.0,36,2669.2075,1311.27166666666,1040.18833333333
38098,330331,Plainview Hospital,888 Old Country Road,Plainview,NY,11803,NY - East Long Island,5302,Level 2 Upper GI Procedures,23.0,31,9150.40935483871,1589.7029032258,1265.9564516129
38114,330332,St Joseph Hospital,4295 Hempstead Turnpike,Bethpage,NY,11714,NY - East Long Island,5302,Level 2 Upper GI Procedures,13.0,15,11907.2453333333,1589.69,1266.58
38128,330340,University Hospital -  Stony Brook Southampton,240 Meeting House Lane,Southampton,NY,11968,NY - East Long Island,5302,Level 2 Upper GI Procedures,16.0,17,7026.18764705882,1589.69,1266.58
38167,330354,Roswell Park Cancer Institute,Elm And Carlton Streets,Buffalo,NY,14203,NY - Buffalo,5302,Level 2 Upper GI Procedures,214.0,269,4421.87643122676,1329.61278810409,1056.7840520446
38208,330393,University Hospital,Health Sciences Center Suny,Stony Brook,NY,11794,NY - East Long Island,5302,Level 2 Upper GI Procedures,411.0,494,8438.70184210528,1571.74844129553,1248.34208502024
38248,330394,"United Health Services Hospitals, Inc",10-42 Mitchell Avenue,Binghamton,NY,13903,NY - Binghamton,5302,Level 2 Upper GI Procedures,95.0,107,4673.08906542056,1209.45971962616,959.959158878504
38271,330395,St John's Episcopal Hospital At South Shore,327 Beach 19th Street,Far Rockaway,NY,11691,NY - East Long Island,5302,Level 2 Upper GI Procedures,17.0,17,13761.1688235294,1589.69,1266.58
38286,330399,St Barnabas Hospital,4422 Third Avenue,Bronx,NY,10457,NY - Bronx,5302,Level 2 Upper GI Procedures,24.0,25,3301.6952,1589.8072,1260.8412
38301,330401,St Catherine Of Siena Hospital,50 Route 25a,Smithtown,NY,11787,NY - East Long Island,5302,Level 2 Upper GI Procedures,19.0,22,8314.04227272727,1589.86681818181,1257.91818181818
38331,340001,Carolinas Healthcare System Northeast,920 Church St N,Concord,NC,28025,NC - Charlotte,5302,Level 2 Upper GI Procedures,163.0,173,14261.2163005779,1215.76404624277,963.729826589595
38378,340002,Memorial Mission Hospital And Asheville Surgery Ce,509 Biltmore Ave,Asheville,NC,28801,NC - Asheville,5302,Level 2 Upper GI Procedures,277.0,313,8673.17658146965,1140.22083067092,903.942779552719
38408,340003,Northern Hospital Of Surry County,830 Rockford St,Mount Airy,NC,27030,NC - Winston-Salem,5302,Level 2 Upper GI Procedures,18.0,21,2913.67714285714,1175.44142857142,934.472857142857
38434,340004,High Point Regional Hospital,601 N Elm St,High Point,NC,27261,NC - Winston-Salem,5302,Level 2 Upper GI Procedures,27.0,37,9237.60378378378,1175.76513513513,927.588378378378
38454,340008,Scotland Memorial Hospital,500 Lauchwood Dr,Laurinburg,NC,28352,NC - Durham,5302,Level 2 Upper GI Procedures,20.0,21,8204.11047619047,1238.21,986.54
38482,340010,Wayne Memorial Hospital,2700 Wayne Memorial Dr,Goldsboro,NC,27534,NC - Raleigh,5302,Level 2 Upper GI Procedures,84.0,102,3780.95823529409,1339.43382352941,1064.01372549019
38504,340013,Rutherford Regional Medical Center,288 South Ridgecrest Ave,Rutherfordton,NC,28139,NC - Charlotte,5302,Level 2 Upper GI Procedures,78.0,84,5353.02928571428,1302.37976190476,1026.59511904762
38528,340014,Novant Health Forsyth Medical Center,3333 Silas Creek Parkway,Winston-Salem,NC,27103,NC - Winston-Salem,5302,Level 2 Upper GI Procedures,242.0,271,6375.23372693727,1190.98841328412,945.456088560882
38564,340015,Novant Health Rowan Medical Center,612 Mocksville Ave,Salisbury,NC,28144,NC - Charlotte,5302,Level 2 Upper GI Procedures,43.0,46,4883.94586956521,1216.76347826086,965.093478260869
38588,340016,Harris Regional Hospital,68 Hospital Rd,Sylva,NC,28779,NC - Asheville,5302,Level 2 Upper GI Procedures,137.0,145,10054.0026896552,1160.94965517241,922.509586206896
38612,340017,Margaret R Pardee Memorial Hospital,800 N Justice St,Hendersonville,NC,28791,NC - Asheville,5302,Level 2 Upper GI Procedures,160.0,170,6319.25276470588,1201.42576470587,955.93494117647
38660,340021,Carolinas Healthcare System Cleveland,201 E Grover St,Shelby,NC,28150,NC - Charlotte,5302,Level 2 Upper GI Procedures,35.0,44,15542.9618181818,1193.41568181818,939.317045454545
38685,340023,Park Ridge Health,100 Hospital Drive,Hendersonville,NC,28792,NC - Asheville,5302,Level 2 Upper GI Procedures,15.0,15,6999.726,1228.04,978.44
38703,340024,Sampson Regional Medical Center,607 Beaman St,Clinton,NC,28328,NC - Raleigh,5302,Level 2 Upper GI Procedures,20.0,22,5199.78909090909,1175.71,936.74
38725,340027,Unc Lenoir Health Care,100 Airport Rd,Kinston,NC,28501,NC - Greenville,5302,Level 2 Upper GI Procedures,20.0,28,3168.37821428571,1268.32464285714,1005.32607142857
38754,340028,Cape Fear Valley Medical Center,1638 Owen Drive P O Box 2000,Fayetteville,NC,28302,NC - Raleigh,5302,Level 2 Upper GI Procedures,188.0,209,7406.95028708134,1152.08157894736,914.492727272727
38791,340030,Duke University Hospital,Po Box 3814 Dumc  Erwin Rd,Durham,NC,27710,NC - Durham,5302,Level 2 Upper GI Procedures,479.0,545,9834.07577981653,1268.33763302751,1006.70706422019
38837,340032,Caromont Regional Medical Center,2525 Court Dr,Gastonia,NC,28052,NC - Charlotte,5302,Level 2 Upper GI Procedures,67.0,69,8288.12434782608,1197.59739130434,941.683913043478
38853,340037,Carolinas Healthcare System Kings Mountain,706 W King St,Kings Mountain,NC,28086,NC - Charlotte,5302,Level 2 Upper GI Procedures,12.0,14,13609.5157142857,1176.89,937.68
38873,340039,Iredell Memorial Hospital Inc,557 Brookdale Dr  P O Box 1828,Statesville,NC,28677,NC - Winston-Salem,5302,Level 2 Upper GI Procedures,147.0,166,7538.55831325307,1186.94048192771,936.024397590361
38910,340040,Vidant Medical Center,2100 Stantonsburg Rd,Greenville,NC,27834,NC - Greenville,5302,Level 2 Upper GI Procedures,249.0,292,7838.71400684931,1259.00099315068,1000.24883561643
38953,340042,Onslow Memorial Hospital,317 Western Boulevard,Jacksonville,NC,28540,NC - Greenville,5302,Level 2 Upper GI Procedures,55.0,65,7747.03384615383,1160.9,924.94
38987,340047,North Carolina Baptist Hospital,Medical Center Boulevard,Winston-Salem,NC,27157,NC - Winston-Salem,5302,Level 2 Upper GI Procedures,432.0,550,13574.3218545455,1191.61152727273,947.379472727283
39037,340050,Southeastern Regional Medical Center,300 W 27 St  Po Box 1408,Lumberton,NC,28359,NC - Durham,5302,Level 2 Upper GI Procedures,24.0,28,7466.37,1256.15,1000.83
39062,340051,Watauga Medical Center,336 Deerfield Road,Boone,NC,28607,TN - Johnson City,5302,Level 2 Upper GI Procedures,125.0,126,8030.43357142857,1263.78174603174,1002.675
39095,340053,Novant Health Presbyterian Medical Center,200 Hawthorne Lane Box 33549,Charlotte,NC,28233,NC - Charlotte,5302,Level 2 Upper GI Procedures,191.0,208,7710.51980769226,1233.47774038461,981.270432692307
39152,340061,University Of North Carolina Hospital,101 Manning Drive,Chapel Hill,NC,27514,NC - Durham,5302,Level 2 Upper GI Procedures,506.0,660,5073.90592424237,1258.28034848483,996.975045454557
39180,340064,Wilkes Regional Medical Center,1370 West D St,North Wilkesboro,NC,28659,NC - Winston-Salem,5302,Level 2 Upper GI Procedures,30.0,32,10311.3521875,1104.9809375,867.13125
39197,340068,Columbus Regional Healthcare System,500 Jefferson St,Whiteville,NC,28472,NC - Wilmington,5302,Level 2 Upper GI Procedures,65.0,68,10245.3779411764,1207.4,961.99
39228,340069,"Wakemed, Raleigh Campus",3000 New Bern Ave,Raleigh,NC,27610,NC - Raleigh,5302,Level 2 Upper GI Procedures,72.0,79,13476.2686075949,1280.41329113924,1018.00962025316
39253,340070,Alamance Regional Medical Center,1240 Huffman Mill Rd,Burlington,NC,27216,NC - Durham,5302,Level 2 Upper GI Procedures,59.0,67,7533.97074626867,1226.38104477611,970.5976119403
39268,340071,Betsy Johnson Regional  Hospital,800 Tilghman Dr,Dunn,NC,28334,NC - Raleigh,5302,Level 2 Upper GI Procedures,21.0,22,8972.56636363636,1205.29863636363,951.118636363636
39294,340073,Duke Health Raleigh Hospital,3400 Wake Forest Rd,Raleigh,NC,27609,NC - Raleigh,5302,Level 2 Upper GI Procedures,160.0,220,10599.2638181818,1271.11513636363,1009.92245454545
39328,340075,Carolinas Healthcare System-Blue Ridge,2201 S Sterling St,Morganton,NC,28655,NC - Charlotte,5302,Level 2 Upper GI Procedures,68.0,74,15363.8075675675,1195.12486486486,951.46662162162
39347,340085,Novant Health Thomasville Medical Center,207 Old Lexington Rd Box 789,Thomasville,NC,27360,NC - Winston-Salem,5302,Level 2 Upper GI Procedures,34.0,35,5088.05485714285,1201.56,957.34
39357,340087,The Mcdowell Hospital,430 Rankin Drive P O Box 730,Marion,NC,28752,NC - Asheville,5302,Level 2 Upper GI Procedures,28.0,30,3366.737,1136.12733333333,898.73
39379,340090,Johnston Health,509 Bright Leaf Blvd,Smithfield,NC,27577,NC - Raleigh,5302,Level 2 Upper GI Procedures,47.0,58,6291.60293103448,1268.71,1010.83999999999
39416,340091,The Moses H Cone Memorial Hospital,1200 N Elm St,Greensboro,NC,27401,NC - Greensboro,5302,Level 2 Upper GI Procedures,126.0,152,6614.86506578947,1188.96677631578,944.58
39440,340096,Lexington Memorial Hospital Inc,250 Hospital Drive Po Box 1817,Lexington,NC,27293,NC - Winston-Salem,5302,Level 2 Upper GI Procedures,,11,9725.92272727272,1201.56,957.34
39453,340097,Hugh Chatham Memorial Hospital,180 Parkwood Dr,Elkin,NC,28621,NC - Winston-Salem,5302,Level 2 Upper GI Procedures,76.0,80,5162.58899999998,1175.39999999999,936.5
39482,340098,Carolinas Healthcare System Pineville,10628 Park Rd,Charlotte,NC,28210,NC - Charlotte,5302,Level 2 Upper GI Procedures,76.0,80,15459.324375,1225.87825,974.20825
39501,340099,Vidant Roanoke Chowan Hospital,500 S Academy St,Ahoskie,NC,27910,NC - Greenville,5302,Level 2 Upper GI Procedures,18.0,18,5232.75833333333,1243.32,990.61
39538,340109,Sentara Albemarle Medical Center,1144 N Road St,Elizabeth City,NC,27909,VA - Norfolk,5302,Level 2 Upper GI Procedures,48.0,50,5760.42300000002,1275.35639999999,1007.60639999999
39574,340113,Carolinas Medical Center/Behav Health,1000 Blythe Blvd,Charlotte,NC,28203,NC - Charlotte,5302,Level 2 Upper GI Procedures,485.0,541,14071.5557301293,1223.62334565619,971.86561922365
39620,340114,Rex Hospital,4420 Lake Boone Trail,Raleigh,NC,27607,NC - Raleigh,5302,Level 2 Upper GI Procedures,216.0,237,7084.45206751054,1251.51320675105,988.13113924051
