npi,np_last_orgname,np_entity_code,np_city,np_state,p_type,place_of_service,HCPCS,hcpcs_description,unique_beneficiary,bene_day_srvc_cnt,avg_medicare_allowed,avg_medicare_pymt,ZIP
1508972118,"STONY POINT SURGERY CENTER, L.L.C,",O,RICHMOND,VA,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,25,25,588.69,447.9688,23235
1508978990,WOODBRIDGE CENTER LLC,O,PORTAGE,MI,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,24,24,611.33,476.91541667,49024
1518009430,"WELLBROOK ENDOSCOPY CENTER, PC",O,CONYERS,GA,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,25,28,587.9,439.47178571,30012
1518155811,THE ALTAMONTE SPRINGS FL ENDOSCOPY ASC LLC,O,ALTAMONTE SPRINGS,FL,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,65,67,578.86,447.04223881,32701
1518943679,"DALLAS ENDOSCOPY CENTER, LTD",O,DALLAS,TX,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,167,182,603.67697802,465.81604396,75205
1518943679,"DALLAS ENDOSCOPY CENTER, LTD",O,DALLAS,TX,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",17,20,590.2065,462.392,75205
1518950716,THE GREENWOOD ENDOSCOPY CENTER INC,O,GREENWOOD,SC,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,29,33,553.18,430.86121212,29646
1518950716,THE GREENWOOD ENDOSCOPY CENTER INC,O,GREENWOOD,SC,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",18,18,553.18,430.47277778,29646
1518957729,NORTHWEST MICHIGAN SURGERY CENTER LLC,O,TRAVERSE CITY,MI,Ambulatory Surgical Center,F,43245,Dilation of stomach outlet using an endoscope,14,18,528.22777778,401.28,49684
1518957729,NORTHWEST MICHIGAN SURGERY CENTER LLC,O,TRAVERSE CITY,MI,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,15,26,559.3,425.32769231,49684
1518957729,NORTHWEST MICHIGAN SURGERY CENTER LLC,O,TRAVERSE CITY,MI,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",14,16,559.3,437.89,49684
1518976661,ATLANTIC SURGERY CENTER INC,O,DAYTONA BEACH,FL,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,16,16,548.1,427.0325,32114
1528009453,"TGLP, LP",O,TEXARKANA,TX,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",11,11,516.19,404.69818182,75503
1528012978,NORTHERN CALIFORNIA SURGERY CENTER LP,O,TURLOCK,CA,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,49,54,701.36,540.46722222,95382
1528047040,ENDOSCOPY CENTER OF KNOXVILLE LP,O,KNOXVILLE,TN,Ambulatory Surgical Center,F,43202,Biopsy of esophagus using an endoscope,14,16,475.6,372.09625,37909
1528047040,ENDOSCOPY CENTER OF KNOXVILLE LP,O,KNOXVILLE,TN,Ambulatory Surgical Center,F,43238,Ultrasound guided needle aspiration or biopsies of esophagus using an endoscope,24,24,524.8,376.92333333,37909
1528047040,ENDOSCOPY CENTER OF KNOXVILLE LP,O,KNOXVILLE,TN,Ambulatory Surgical Center,F,43259,"Ultrasound examination of esophagus, stomach and/or upper small bowel using an endoscope",55,55,524.8,391.73381818,37909
1528077658,"PRINCE WILLIAM AMBULATORY SURGERY CENTER, LLC",O,MANASSAS,VA,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,12,14,618.42,484.85,20110
1528091360,GLEC PLLC,O,SAINT JOSEPH,MI,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",15,15,548.04,429.66,49085
1528143922,MIDLANDS ENDOSCOPY CENTER LLC,O,IRMO,SC,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,24,24,555.77,435.73,29063
1528210770,"SOUTH COUNTY OUTPATIENT ENDOSCOPY SERVICES, LP",O,SAINT LOUIS,MO,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,19,19,584.61,458.34,63128
1528253523,MESQUITE TX ENDOSCOPY ASC LLC,O,MESQUITE,TX,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,24,42,605.34,464.22357143,75150
1538104724,"FORT WORTH ENDOSCOPY CENTERS, LLC",O,FORT WORTH,TX,Ambulatory Surgical Center,F,43242,"Ultrasound guided needle aspiration or biopsy of esophagus, stomach, and/or upper small bowel using an endoscope",44,44,592.86,457.42659091,76132
1538104724,"FORT WORTH ENDOSCOPY CENTERS, LLC",O,FORT WORTH,TX,Ambulatory Surgical Center,F,43259,"Ultrasound examination of esophagus, stomach and/or upper small bowel using an endoscope",43,44,592.86,441.215,76132
1538110713,CENTER FOR DIGESTIVE HEALTH LLC,O,TUPELO,MS,Ambulatory Surgical Center,F,43244,Tying of dilated veins of stomach and/or esophagus using an endoscope,18,28,532.46,417.45,38801
1538110713,CENTER FOR DIGESTIVE HEALTH LLC,O,TUPELO,MS,Ambulatory Surgical Center,F,43246,Insertion of stomach tube using an endoscope,15,15,532.46,417.45,38801
1538110713,CENTER FOR DIGESTIVE HEALTH LLC,O,TUPELO,MS,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,83,109,532.46,411.36311927,38801
1538110713,CENTER FOR DIGESTIVE HEALTH LLC,O,TUPELO,MS,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",15,15,532.46,417.45,38801
1538110713,CENTER FOR DIGESTIVE HEALTH LLC,O,TUPELO,MS,Ambulatory Surgical Center,F,43255,"Control of bleeding of esophagus, stomach, and/or upper small bowel using an endoscope",16,22,532.46,417.45,38801
1538110713,CENTER FOR DIGESTIVE HEALTH LLC,O,TUPELO,MS,Ambulatory Surgical Center,F,43270,"Destruction of growths on esophagus, stomach, and/or upper small bowel using an endoscope",12,13,532.46,417.45,38801
1538117841,"SHELBY BAPTIST AMBULATORY SURGERY CENTER, LLC",O,ALABASTER,AL,Ambulatory Surgical Center,F,43191,Diagnostic examination of esophagus using an endoscope,16,17,308.06705882,241.52352941,35007
1538117841,"SHELBY BAPTIST AMBULATORY SURGERY CENTER, LLC",O,ALABASTER,AL,Ambulatory Surgical Center,F,43237,"Ultrasound examination of esophagus, stomach, and/or upper small bowel using an endoscope",21,21,525.01952381,407.84238095,35007
1538117841,"SHELBY BAPTIST AMBULATORY SURGERY CENTER, LLC",O,ALABASTER,AL,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,167,175,540.2448,416.49914286,35007
1538117841,"SHELBY BAPTIST AMBULATORY SURGERY CENTER, LLC",O,ALABASTER,AL,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",11,11,551.27,432.2,35007
1538126362,WINTER HAVEN AMBULATORY SURGICAL CENTER LLC,O,WINTER HAVEN,FL,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,103,115,547.37,415.91756522,33881
1538128038,WEST CHESTER ENDOSCOPY LLC,O,WEST CHESTER,PA,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",11,11,612.3,480.04,19380
1538153887,KANSAS ENDOSCOPY LLC,O,WICHITA,KS,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,18,25,566.48,430.0712,67226
1538240866,"GOLDEN GATE ENDOSCOPY CENTER, LLC",O,SAN FRANCISCO,CA,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,15,15,842.08,650.28733333,94118
1538316278,"PHYSICIANS' SURGERY CENTER OF DOWNEY, INC.",O,DOWNEY,CA,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,22,28,690.31,540.23964286,90241
1538461348,"THE OUTPATIENT CENTER, LLC",O,DELRAY BEACH,FL,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,105,115,581.73965217,454.70817391,33445
1548206493,"NORTHERN CRESCENT ENDOSCOPY SUITE, LLC",O,ATLANTA,GA,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,61,61,587.9,452.96344262,30342
1548210198,DARTMOUTH-HITCHCOCK CLINIC,O,LEBANON,NH,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,44,45,584.27266667,447.54355556,03756
1548210198,DARTMOUTH-HITCHCOCK CLINIC,O,LEBANON,NH,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",37,37,604.42,449.23810811,03756
1548216914,UPPER CUMBERLAND PHYSICIANS SURGERY CENTER LLC,O,COOKEVILLE,TN,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,63,65,500.69292308,392.14323077,38501
1548216914,UPPER CUMBERLAND PHYSICIANS SURGERY CENTER LLC,O,COOKEVILLE,TN,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",16,16,508.51625,398.679375,38501
1548217128,GULFSHORE ENDOSCOPY INC,O,NAPLES,FL,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",14,14,561.7,430.12214286,34102
1548223068,"COLUMBIA SURGICARE OF AUGUSTA, LTD",O,AUGUSTA,GA,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,26,30,572.17,442.604,30904
1548249675,ENDOSCOPY CENTER OF SANTA FE LP,O,SANTA FE,NM,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,75,90,612.64,475.461,87505
1548250335,"DIGESTIVE HEALTH PARTNERS, PA",O,ASHEVILLE,NC,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,162,166,568.31,445.55861446,28801
1548250335,"DIGESTIVE HEALTH PARTNERS, PA",O,ASHEVILLE,NC,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",13,13,568.31,445.56,28801
1548254402,"LIVE OAK ENDOSCOPY CENTER, LLC",O,VERO BEACH,FL,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,74,79,567.3,442.94392405,32960
1548274475,"RELIANT MEDICAL GROUP THE ENDOSCOPY CENTER,LLC",O,WORCESTER,MA,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,12,12,652.92,511.89,01605
1548343833,"ENDOSCOPY CENTER OF LAKE NORMAN, LLC",O,HUNTERSVILLE,NC,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,44,45,535.68,411.72888889,28078
1548400070,COMMUNITY ENDOSCOPY CENTER LLC,O,ANDERSON,IN,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,14,20,615.65,482.67,46011
1548583651,PENINSULA ENDOSCOPY CENTER LLC,O,BURLINGAME,CA,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,15,17,842.08,660.19,94010
1548583651,PENINSULA ENDOSCOPY CENTER LLC,O,BURLINGAME,CA,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",11,11,842.08,660.19,94010
1558327338,DANBURY SURGICAL CENTER LP,O,DANBURY,CT,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,75,84,706.59,548.75238095,06810
1558328096,"NEWPORT BEACH ENDOSCOPY CENTER, LLC",O,NEWPORT BEACH,CA,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,30,31,674.04,528.45,92663
1558328518,BUTLER AMBULATORY SURGERY CENTER L L C,O,BUTLER,PA,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,18,21,568.06,445.36,16001
1558390781,BAPTIST-PHYSICIANS SURGERY CENTER,O,LEXINGTON,KY,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,81,91,577.62197802,440.14494505,40503
1558454678,SAN JUAN ENDOSCOPY LLC,O,FARMINGTON,NM,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,11,11,588.27,441.32727273,87401
1558456459,PORTLAND ENDOSCOPY CENTER,O,PORTLAND,ME,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,68,72,614.71,474.55444444,04101
1558526293,ENDOSCOPY CENTER OF THE ROCKIES LLC,O,BOULDER,CO,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,28,29,617.75,479.60758621,80301
1558553859,"GASTROINTESTINAL ASSOCIATES ENDOSCOPY CENTER, LLC",O,MADISON,MS,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",20,22,515.05,403.79636364,39110
1558618116,TAVARES SURGERY LLC,O,TAVARES,FL,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,14,16,578.86,453.83,32778
1558618116,TAVARES SURGERY LLC,O,TAVARES,FL,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",21,21,578.86,453.83,32778
1558618116,TAVARES SURGERY LLC,O,TAVARES,FL,Ambulatory Surgical Center,F,43255,"Control of bleeding of esophagus, stomach, and/or upper small bowel using an endoscope",15,15,559.56466667,438.702,32778
1558672626,CALIFORNIA COLON AND RECTAL CANCER SCREENING CENTER LLC,O,FRESNO,CA,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,20,25,641.91,486.7036,93720
1558683334,"MEMORIAL PHYSICIANS, PLLC",O,YAKIMA,WA,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",27,27,584.1762963,445.73111111,98902
1558748996,NEMG GASTROENTEROLOGY LLC,O,TRUMBULL,CT,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,26,27,499.0,391.22,06611
1558753095,PACIFIC ENDOSCOPY CENTER LLC,O,HONOLULU,HI,Ambulatory Surgical Center,F,43250,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",13,13,678.75,532.14,96814
1568419323,SOUTH PLAINS ENDOSCOPY CENTER,O,LUBBOCK,TX,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,51,54,562.22907407,428.86481481,79410
1568437820,"FLORIDA ENDOSCOPY & SURGERY CENTER, LLC",O,BROOKSVILLE,FL,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,30,32,579.44,453.85625,34613
1568437820,"FLORIDA ENDOSCOPY & SURGERY CENTER, LLC",O,BROOKSVILLE,FL,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",49,51,579.44,443.28,34613
1568583896,"EASTERN ORANGE AMBULATORY SURGERY CENTER, LLC",O,CORNWALL,NY,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",33,33,643.64242424,502.99212121,12518
1568674281,VILLAGES ENDOSCOPY & SURGICAL CENTER LLC,O,SUMMERFIELD,FL,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",30,30,556.74,416.896,34491
1578505079,TRUXTUN SURGERY CENTER INC,O,BAKERSFIELD,CA,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",23,23,653.24,502.65565217,93309
1578508875,CLERMONT AMBULATORY SURGICAL CENTER,O,CLERMONT,FL,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,27,28,578.86,453.745,34711
1578530226,PHYSICIANS SURGICAL CENTER OF FT. WORTH LLP,O,FORT WORTH,TX,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,11,13,592.86,464.8,76104
1578536686,"DCA DIAGNOSTICS, LLC",O,LITHIA SPRINGS,GA,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,11,12,587.9,426.87833333,30122
1578561890,"THE ENDOSCOPY CENTER AT ST. FRANCIS, LLC",O,INDIANAPOLIS,IN,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,44,46,608.95826087,474.15521739,46237
1578561890,"THE ENDOSCOPY CENTER AT ST. FRANCIS, LLC",O,INDIANAPOLIS,IN,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",11,11,615.65,482.67,46237
1578574463,MEDICAL CONSULTANTS SURGERY CENTER LLC,O,MUNCIE,IN,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,55,57,610.23,465.30947368,47304
1578986550,"SUMMERVILLE ENDOSCOPY CENTER, LLC",O,SUMMERVILLE,SC,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,22,24,550.78333333,387.75375,29485
1578986550,"SUMMERVILLE ENDOSCOPY CENTER, LLC",O,SUMMERVILLE,SC,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",13,13,574.73,450.58,29485
1588030704,CLARKE COUNTY ENDOSCOPY CENTER LLC,O,ATHENS,GA,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,11,11,580.02,454.74,30601
1588633184,PREMIUM SURGERY CENTER LLC,O,ELYRIA,OH,Ambulatory Surgical Center,F,43245,Dilation of stomach outlet using an endoscope,45,45,583.67,447.06,44035
1588633481,BGC HOLDINGS INC,O,JACKSONVILLE,FL,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,81,100,571.7728,443.3663,32204
1588633481,BGC HOLDINGS INC,O,JACKSONVILLE,FL,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",19,19,580.48,438.42210526,32204
1588668503,"MIRAGE ENDOSCOPY CENTER, L.P.",O,RANCHO MIRAGE,CA,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,35,43,660.99,516.51790698,92270
1588668503,"MIRAGE ENDOSCOPY CENTER, L.P.",O,RANCHO MIRAGE,CA,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",28,28,660.99,513.08607143,92270
1588668503,"MIRAGE ENDOSCOPY CENTER, L.P.",O,RANCHO MIRAGE,CA,Ambulatory Surgical Center,F,43255,"Control of bleeding of esophagus, stomach, and/or upper small bowel using an endoscope",16,16,640.334375,502.01625,92270
1588743009,VALLEY GASTROENTEROLOGY PS,O,SPOKANE VALLEY,WA,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",24,24,636.45916667,495.0475,99216
1588797807,"SPOKANE DIGESTIVE DISEASE CENTER, P.S.",O,SPOKANE,WA,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,20,24,648.11,458.7325,99204
1588797807,"SPOKANE DIGESTIVE DISEASE CENTER, P.S.",O,SPOKANE,WA,Ambulatory Surgical Center,F,44361,Biopsy of small bowel using an endoscope,11,11,648.11,506.34636364,99204
1588802987,"NATIONAL PARK ENDOSCOPY CENTER, LLC",O,HOT SPRINGS,AR,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,158,175,558.49028571,436.80022857,71901
1588854772,"ALABAMA DIGESTIVE HEALTH ENDOSCOPY CENTER, LLC",O,BIRMINGHAM,AL,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,28,31,551.27,419.9383871,35209
1588879266,BAYSIDE ENDOSCOPY CENTER LLC,O,EAST GREENWICH,RI,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,28,29,626.12,490.88,02818
1598042343,"LOHMAN ENDOSCOPY CENTER, LLC",O,LAS CRUCES,NM,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",17,17,535.05,419.47352941,88011
1598093007,"TARBORO ENDOSCOPY CENTER, LLC",O,TARBORO,NC,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,28,28,578.32,453.235,27886
1598758153,OUTPATIENT SURGERY CENTER OF JONESBORO LLC,O,JONESBORO,AR,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,150,154,537.83480519,410.42681818,72401
1598758153,OUTPATIENT SURGERY CENTER OF JONESBORO LLC,O,JONESBORO,AR,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",23,23,541.35,419.91782609,72401
1598815110,"EXECUTIVE ENDOSCOPY, INC.",O,SAN JOSE,CA,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",14,14,849.93,666.34,95128
1598879009,"DIGESTIVE DISEASES CENTER OF HATTIESBURG, LLC",O,HATTIESBURG,MS,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,38,40,530.974,406.18625,39402
1598879009,"DIGESTIVE DISEASES CENTER OF HATTIESBURG, LLC",O,HATTIESBURG,MS,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",16,16,531.02,416.32375,39402
1598905317,ISLAND ENDOSCOPY CENTER LLC,O,WEST ISLIP,NY,Ambulatory Surgical Center,F,43242,"Ultrasound guided needle aspiration or biopsy of esophagus, stomach, and/or upper small bowel using an endoscope",14,14,677.16,530.9,11795
1598905317,ISLAND ENDOSCOPY CENTER LLC,O,WEST ISLIP,NY,Ambulatory Surgical Center,F,43259,"Ultrasound examination of esophagus, stomach and/or upper small bowel using an endoscope",157,160,677.9221875,526.5695,11795
1609039056,FARSHID PAYDAR LLC,O,COTTONWOOD,AZ,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,25,29,636.19,498.77,86326
1609052679,"BELTWAY SURGERY CENTERS, LLC",O,INDIANAPOLIS,IN,Ambulatory Surgical Center,F,43244,Tying of dilated veins of stomach and/or esophagus using an endoscope,16,27,604.24925926,468.41777778,46290
1609052679,"BELTWAY SURGERY CENTERS, LLC",O,INDIANAPOLIS,IN,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,12,12,615.65,469.96333333,46290
1609103399,TOURNEY PLAZA SURGICAL CENTER,O,VALENCIA,CA,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,16,17,691.32,542.0,91355
1609124650,CAROLINA HEALTHCARE ASSOCIATES INC,O,WILMINGTON,NC,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,46,50,564.8248,427.7588,28401
1609124650,CAROLINA HEALTHCARE ASSOCIATES INC,O,WILMINGTON,NC,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",15,15,551.51266667,432.38133333,28401
1609153329,SAN ANTONIO TX ENDOSCOPY ASC LP,O,SAN ANTONIO,TX,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,57,60,561.095,433.586,78229
1609153329,SAN ANTONIO TX ENDOSCOPY ASC LP,O,SAN ANTONIO,TX,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",13,14,565.81,443.6,78229
1609841261,WEST PALM BEACH FL ENDOSCOPY ASC LLC,O,WEST PALM BEACH,FL,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,21,22,584.28,438.46227273,33401
1609938570,LASER SURGERY CENTER OF NORTHERN CALIFORNIA LTD,O,WALNUT CREEK,CA,Ambulatory Surgical Center,F,43250,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",24,25,451.9944,354.3648,94598
1609968478,"IOWA ENDOSCOPY CENTER, INC.",O,CLIVE,IA,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,88,105,589.79,457.914,50325
1609989946,"DAVID B STANTON, MD",O,ORANGE,CA,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,25,25,674.04,514.4904,92868
1619037066,THE EL DORADO AR MULTISPECIALTY ASC LLC,O,EL DORADO,AR,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,15,15,525.25,402.23466667,71730
1619051760,GREENVILLE ENDOSCOPY CENTER,O,GREENVILLE,SC,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,68,73,589.51,452.3969863,29615
1619051760,GREENVILLE ENDOSCOPY CENTER,O,GREENVILLE,SC,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",16,16,589.51,462.18,29615
1619124401,"CHARLOTTE GASTROENTEROLOGY & HEPATOLOGY, PLLC",O,CHARLOTTE,NC,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,37,37,570.19,433.14864865,28277
1619149960,THE VANCOUVER CLINIC INC,O,VANCOUVER,WA,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,37,39,675.96,516.71641026,98664
1619265295,KINGWOOD SURGERY CENTER LLC,O,HUMBLE,TX,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,20,23,599.01,469.63,77338
1619920501,CENTER FOR DIGESTIVE HEALTH,O,BOURBONNAIS,IL,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,33,38,572.57526316,448.89789474,60914
1619920501,CENTER FOR DIGESTIVE HEALTH,O,BOURBONNAIS,IL,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",34,34,588.05,457.39205882,60914
1619933835,"MISSISSIPPI MEDICAL PLAZA, LC",O,DAVENPORT,IA,Ambulatory Surgical Center,F,43237,"Ultrasound examination of esophagus, stomach, and/or upper small bowel using an endoscope",11,11,592.28,464.34,52807
1619935483,OUTPATIENT SURGERY CENTER OF HILTON HEAD,O,HILTON HEAD ISLAND,SC,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",12,13,563.99,442.17,29926
1619971082,"KU MEDWEST AMBULATORY SURGERY CENTER, LLC",O,SHAWNEE,KS,Ambulatory Surgical Center,F,43242,"Ultrasound guided needle aspiration or biopsy of esophagus, stomach, and/or upper small bowel using an endoscope",43,47,581.76446809,449.48702128,66217
1619971082,"KU MEDWEST AMBULATORY SURGERY CENTER, LLC",O,SHAWNEE,KS,Ambulatory Surgical Center,F,43259,"Ultrasound examination of esophagus, stomach and/or upper small bowel using an endoscope",64,66,588.02,459.83075758,66217
1619972791,"AMBULATORY SURGERY CENTER OF SPARTANBURG, LLC",O,SPARTANBURG,SC,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,24,27,549.09,429.86814815,29303
1619972791,"AMBULATORY SURGERY CENTER OF SPARTANBURG, LLC",O,SPARTANBURG,SC,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",11,11,508.59181818,398.73545455,29303
